movie_id,title,action,adventure,animation,children,comedy,crime,documentary,drama,fantasy,film_noir,horror,musical,mystery,romance,sci_fi,thriller,war,western,synopsis
382,"Adventures of Priscilla, Queen of the Desert, The (1994)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"In this Australian comedy, two drag queens and a transgender woman travel across the Outback in a lavender bus named Priscilla to perform their drag act at a remote nightclub. Along the way, they encounter various challenges and obstacles, including homophobic locals and personal struggles, but ultimately find acceptance, friendship, and self-discovery as they embrace their true selves and celebrate their identities in a vibrant and colorful journey of self-expression and empowerment."
1497,"Line King: Al Hirschfeld, The (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"""Line King: Al Hirschfeld"" is a documentary film that explores the life and work of legendary caricaturist Al Hirschfeld, known for his distinctive black and white line drawings of celebrities and Broadway stars. Through interviews with Hirschfeld himself, as well as with friends, family, and colleagues, the film delves into his unique artistic style, his enduring impact on the world of entertainment, and the personal struggles and triumphs that shaped his career. A celebration of a true master"
989,Cats Don't Dance (1997),0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"In 'Cats Don't Dance (1997)', a talented cat named Danny dreams of becoming a famous Hollywood actor but faces discrimination and prejudice from humans who believe that only humans can be stars. Determined to prove them wrong, Danny and his fellow animal friends set out to showcase their incredible talents and break down barriers in the entertainment industry. With catchy musical numbers and heartwarming moments, 'Cats Don't Dance' is a delightful animated film that celebrates the power of perseverance and following your dreams"
272,Good Will Hunting (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"""Good Will Hunting"" follows the story of Will Hunting, a janitor at MIT with a genius-level intellect but a troubled past. When Will solves a complex math problem left on a chalkboard, Professor Gerald Lambeau takes notice and enlists the help of therapist Sean Maguire to help Will confront his emotional issues and reach his full potential. As Will navigates his relationships with his friends, girlfriend, and mentors, he must come to terms with his past and decide what kind of future he"
71,"Lion King, The (1994)",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"In this beloved animated classic, a young lion prince named Simba must come to terms with his destiny as the future king of the Pride Lands after the tragic death of his father, Mufasa. However, his villainous uncle Scar has other plans to seize the throne, leading Simba on a journey of self-discovery and redemption with the help of his friends Timon and Pumbaa. As Simba grows into his role as king, he must confront his past and embrace his true identity"
428,Harold and Maude (1971),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"'Harold and Maude' follows the unconventional and heartwarming relationship between a young, wealthy and morbidly obsessed with death Harold and an eccentric and free-spirited 79-year-old Maude. As they bond over their shared love for life and each other, they navigate societal norms, family expectations, and the true meaning of living life to the fullest. This dark comedy explores themes of love, mortality, and the beauty of embracing individuality."
1119,Some Kind of Wonderful (1987),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"""Some Kind of Wonderful"" (1987) follows the story of a high school outsider named Keith who is secretly in love with his best friend, tomboy Watts, but is pressured by his friends to ask popular girl Amanda Jones on a date. As Keith and Amanda start a relationship, Keith begins to question his feelings and realizes that his true love may have been right in front of him all along. This coming-of-age romantic drama explores themes of friendship, love, and self-discovery in a heartfelt"
630,"Great Race, The (1965)",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"The Great Race is a 1965 American slapstick comedy film set in the early 20th century, following the adventurous and comical journey of two rival daredevils, The Great Leslie and Prof. Fate, as they compete in a wild and dangerous car race from New York to Paris. Along the way, they encounter a diverse cast of eccentric characters, face numerous challenges, and engage in outrageous stunts in a bid to outwit each other and claim victory in this epic race around the"
1572,Wend Kuuni (God's Gift) (1982),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"In 'Wend Kuuni (God's Gift)', a young boy named Wend Kuuni is found unconscious in the bush and taken in by a compassionate family who raises him as their own. As Wend Kuuni grows up, he begins to uncover the mysteries of his past and the truth behind his traumatic experiences. Through his journey of self-discovery, Wend Kuuni learns about the power of forgiveness, love, and the importance of family."
678,Volcano (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"In 'Volcano (1997)', a massive volcano erupts in the heart of Los Angeles, causing chaos and destruction as lava flows through the city streets. As emergency responders and city officials scramble to contain the disaster, a geologist and a seismologist must work together to try and prevent further devastation. With time running out and the city on the brink of destruction, they must come up with a daring plan to save Los Angeles before it's too late."
1622,"Paris, France (1993)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"In 'Paris, France (1993)', a young American woman travels to the city of love in hopes of finding herself and discovering her true passion. Along the way, she encounters a colorful cast of characters who challenge her perceptions of love, art, and life. Through a series of unexpected encounters and experiences, she learns that sometimes the most important journey is the one within."
1499,Grosse Fatigue (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Grosse Fatigue (1994) is a French comedy film about a famous actor named Michel Blanc who is mistaken for a look-alike impostor who is impersonating him in public. Frustrated and confused by the situation, Blanc goes on a mission to expose the imposter and clear his name, leading to a series of hilarious misunderstandings and mistaken identities. As Blanc navigates through the chaos, he must also confront his own insecurities and the pressures of fame in this satirical"
1048,She's the One (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"In ""She's the One (1996)"", two brothers, Mickey and Francis, are at odds over love and life. Mickey is a successful taxi driver who is struggling with his marriage to his high-maintenance wife, while Francis is a Wall Street executive who is cheating on his wife with Mickey's ex-girlfriend. As the brothers navigate their complicated relationships and personal demons, they ultimately learn valuable lessons about love, loyalty, and forgiveness."
904,Ma vie en rose (My Life in Pink) (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"'Ma vie en rose (My Life in Pink)' is a French-Belgian film that follows the story of a young boy named Ludovic, who believes he is a girl trapped in a boy's body. Despite his family's attempts to conform to societal norms and make him embrace his assigned gender, Ludovic continues to express his true identity. The film explores themes of gender identity, acceptance, and the complexities of family dynamics as Ludovic navigates the challenges of being true to himself in"
1266,Bread and Chocolate (Pane e cioccolata) (1973),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"'Bread and Chocolate' follows the story of Nino, an Italian immigrant in Switzerland, who struggles to fit in and make a living in a foreign country. Despite facing discrimination and hardship, Nino remains determined to achieve his version of the American dream. As he navigates the challenges of being an outsider, Nino finds solace in the simple pleasures of life, such as good food and the love of a woman, ultimately discovering that true happiness may not be found in material success, but in"
1168,Little Buddha (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"When a group of Tibetan monks travels to Seattle in search of the reincarnation of their spiritual leader, they believe they have found him in a young boy named Jesse, who is unaware of his past life as a revered lama. As the monks try to convince Jesse and his family of his divine heritage, they recount the story of Prince Siddhartha, who renounced his royal life to become the Buddha. Jesse is torn between his Western upbringing and the ancient traditions of Tibet, ultimately embarking on"
1651,"Spanish Prisoner, The (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"In ""The Spanish Prisoner,"" a talented but naive inventor is manipulated by a mysterious businessman into unknowingly participating in a complex con game. As he becomes increasingly entangled in the web of deceit and betrayal, he must rely on his wits and the help of a trusted ally to navigate the treacherous world of corporate espionage and deception. With twists and turns at every corner, he must outsmart his cunning adversaries before it's too late."
495,Around the World in 80 Days (1956),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"In this classic adventure film, based on the novel by Jules Verne, a wealthy Englishman named Phileas Fogg makes a wager with his fellow members at the Reform Club that he can circumnavigate the globe in just 80 days. Along with his loyal valet Passepartout, Fogg embarks on a whirlwind journey filled with danger, excitement, and unexpected romance as they race against time to complete their epic journey and prove Fogg's audacious claim. Featuring stunning"
702,Barcelona (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"In the romantic comedy 'Barcelona (1994)', American expatriate Ted (played by Taylor Nichols) finds his life in Spain disrupted when his boorish cousin Fred (played by Chris Eigeman) comes to stay with him. As Ted navigates his relationships with local women and his feelings of displacement, the witty banter and cultural clashes between the two cousins provide plenty of laughs and insights into the complexities of expat life in the vibrant city of Barcelona."
1306,Delta of Venus (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"In ""Delta of Venus,"" set in 1940s Paris, the young American writer Elena Martin is hired to write erotic stories for an enigmatic publisher. As she immerses herself in the sensual and decadent world of the city, Elena discovers her own desires and begins to explore her sexuality through her writing. However, when her stories become too personal and her boundaries blur, Elena must navigate the dangers of passion and art in a time of war and intrigue."
480,North by Northwest (1959),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"In Alfred Hitchcock's classic thriller 'North by Northwest', advertising executive Roger Thornhill is mistaken for a government agent and becomes entangled in a web of espionage, murder, and mistaken identity. On the run from both the police and enemy spies, Thornhill must navigate a dangerous game of cat and mouse across the country, culminating in a tense showdown atop Mount Rushmore. With suspenseful action sequences and witty dialogue, 'North by Northwest' is a thrilling and stylish adventure that keeps audiences on"
1122,They Made Me a Criminal (1939),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"In 'They Made Me a Criminal (1939)', a talented young boxer named Johnnie Bradfield is wrongly accused of murder and goes on the run with a group of troubled youths. As they hide out in a rural farmhouse, Johnnie befriends a kind-hearted farmgirl who helps him uncover the truth behind the crime he's been framed for. Together, they must clear Johnnie's name and confront the real perpetrators before it's too late."
1103,Trust (1990),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"When teenager Maria is assaulted by her father's colleague, she confides in her parents, only to have her story dismissed. Feeling betrayed and alone, Maria turns to her guidance counselor for support, but soon finds herself entangled in a web of lies and manipulation as those she trusts most fail to protect her. As Maria struggles to find her voice and seek justice, she must navigate the complexities of trust and betrayal in order to reclaim her sense of self-worth and agency."
1118,Up in Smoke (1978),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"In this classic stoner comedy, two hapless hippies, Cheech and Chong, unknowingly smuggle a van made entirely of marijuana across the Mexican border into the United States. As they navigate their way through a series of misadventures and encounters with quirky characters, they must evade the law and stay one step ahead of the drug dealers who want their precious cargo back. With plenty of laughs, absurd humor, and iconic scenes, 'Up in Smoke' is a wild ride that"
1274,Robocop 3 (1993),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"In a dystopian future where corporations rule Detroit, a new wave of advanced robots threatens to displace the human police force. Robocop, a cyborg law enforcer, must navigate the shifting allegiances and power struggles within the city as he fights to protect its citizens from both the corrupt officials and the ruthless corporate interests. With the help of a group of rebels, Robocop takes on the powerful conglomerate OCP in a final showdown to save the city from total destruction."
163,"Return of the Pink Panther, The (1974)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"In ""The Return of the Pink Panther,"" the bumbling yet lovable Inspector Jacques Clouseau is called back to the case of the famous Pink Panther diamond, which has been stolen once again. Clouseau's comical antics and clumsy investigation methods lead him on a wild and hilarious journey as he tries to track down the elusive thief and recover the precious gem, all while causing chaos and mayhem wherever he goes."
351,"Prophecy II, The (1998)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"In 'Prophecy II, The', a woman named Valerie Rosales becomes pregnant with the child of an angel, leading her on a dangerous journey as she is pursued by both angels and demons who see her child as a threat to the balance of power in the universe. As she fights to protect her unborn child, Valerie must navigate a world filled with celestial beings and supernatural forces, all while uncovering dark secrets about her own past and destiny. With the help of a rogue angel named Danyael"
186,"Blues Brothers, The (1980)",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"After being released from prison, Jake Blues (John Belushi) and his brother Elwood (Dan Aykroyd) set out on a mission to save their childhood orphanage from foreclosure by reuniting their old band and putting on a massive fundraising concert. Along the way, they encounter a series of hilarious obstacles, including vengeful ex-girlfriends, violent country bands, and a mysterious woman with a vendetta against them. Packed with iconic musical performances and outrageous comedy, ""The"
1212,Flesh and Bone (1993),0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,"In the gritty drama ""Flesh and Bone,"" Arlis Sweeney (Dennis Quaid) is haunted by a dark secret from his past involving his abusive father and a mysterious woman named Kay Davies (Meg Ryan). When Arlis meets the enigmatic and alluring Kay, he becomes entangled in a dangerous web of deception, violence, and betrayal that forces him to confront his painful history and fight for redemption. As Arlis and Kay's lives collide, they must confront their demons and find"
1174,Caught (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Caught (1996) is a gripping drama about a young woman named Leonora who becomes entangled in a dangerous love triangle with her abusive husband Joe and a charming drifter named Nick. As Leonora struggles to break free from Joe's control, she finds herself drawn to Nick's allure, leading to a series of events that spiral out of control with devastating consequences. With tension escalating and secrets unraveling, Leonora must make a choice that will determine her fate and the future of those around her"
24,Rumble in the Bronx (1995),1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"When a Hong Kong cop named Keung visits his uncle's grocery store in the Bronx, he soon finds himself embroiled in a dangerous turf war between two rival gangs. As Keung fights to protect his family and the community, he must navigate through a series of thrilling and explosive encounters, including high-speed chases, martial arts showdowns, and a final showdown in a shopping mall. With a mix of action, comedy, and heart-pounding suspense, 'Rumble in the Bronx'"
975,Fear (1996),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"In the 1996 thriller ""Fear,"" a teenage girl named Nicole falls for the charming and possessive David, who quickly becomes obsessed with her. As David's behavior grows increasingly violent and erratic, Nicole realizes she is in grave danger and must find a way to escape his clutches before it's too late. With tension and suspense building to a thrilling climax, ""Fear"" explores the terrifying consequences of obsession and control in relationships."
395,Robin Hood: Men in Tights (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"In this comedic parody of the classic Robin Hood tale, Robin Hood (played by Cary Elwes) returns to Sherwood Forest after a stint in the Crusades, only to find that the evil Sheriff of Rottingham (Roger Rees) has taken over and is taxing the poor villagers to death. With the help of his band of merry men, including Little John (Eric Allan Kramer) and Blinkin (Mark Blankfield), Robin Hood sets out to steal from the rich and give back to"
1663,Nothing Personal (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"In the gripping thriller 'Nothing Personal (1995)', a seasoned detective is forced to confront his own dark past when a series of gruesome murders begin to plague his city. As he delves deeper into the investigation, he uncovers a web of corruption and deceit that leads him to question everything he thought he knew. With time running out and the body count rising, the detective must race against the clock to catch the killer before it's too late."
1443,8 Seconds (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"'8 Seconds' is a biographical film that follows the life of professional bull rider Lane Frost as he rises to fame in the rodeo world. Along the way, Lane must navigate the challenges of balancing his career with his personal relationships, particularly with his wife Kellie. As Lane becomes one of the sport's biggest stars, he must confront his own mortality and the dangerous nature of his profession, ultimately leading to a tragic and emotional conclusion at the Cheyenne Frontier Days Rodeo."
979,"Trigger Effect, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"When a massive power outage plunges the city into chaos, a group of neighbors must band together to survive the escalating violence and desperation that ensues. As they struggle to protect themselves and their loved ones, they are forced to confront their own moral boundaries and the dark truths that lie within themselves. With society crumbling around them, they must rely on their instincts and resilience to navigate the dangerous new world they find themselves in."
100,Fargo (1996),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,"In the black comedy crime film ""Fargo,"" a car salesman named Jerry Lundegaard hatches a plan to have his wife kidnapped in order to extort money from his wealthy father-in-law. But when the hired kidnappers botch the job and end up killing several people, including a state trooper, pregnant police chief Marge Gunderson is called in to investigate. As the bodies pile up and the truth unravels, the residents of Fargo, North Dakota find themselves caught up in"
1359,Boys in Venice (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"'Boys in Venice' follows a group of four teenage friends from diverse backgrounds as they navigate the complexities of adolescence during a summer vacation in Venice Beach, California. As they explore issues of friendship, love, and identity, each boy must confront their own fears and insecurities while learning valuable lessons about loyalty, acceptance, and the true meaning of brotherhood. Together, they experience the highs and lows of coming of age in a vibrant and eclectic beach town, ultimately discovering the power of friendship and self"
238,Raising Arizona (1987),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"In 'Raising Arizona,' an ex-convict named H.I. McDunnough and his wife, Ed, are unable to have children of their own, so they decide to steal a baby from a wealthy family who just had quintuplets. As they try to navigate the challenges of parenthood and evade the law, they find themselves caught up in a series of hilarious mishaps and encounters with eccentric characters, ultimately learning the true meaning of family and love."
66,While You Were Sleeping (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"In ""While You Were Sleeping,"" a lonely and kind-hearted transit worker named Lucy saves a man named Peter from being hit by a train and ends up at the hospital with him. Due to a misunderstanding, Peter's family mistakenly believes Lucy is his fiancée, and she goes along with it in order to feel a sense of belonging and love. As Lucy becomes more involved in Peter's family and life, she starts to fall for his charming brother, Jack, leading to a heartwarming and"
965,Funny Face (1957),0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"In 'Funny Face (1957)', a shy and bookish bookstore clerk named Jo Stockton (Audrey Hepburn) is discovered by a fashion photographer, Dick Avery (Fred Astaire), who sees her as the ideal model for a high-profile magazine shoot in Paris. As Jo reluctantly agrees to become a fashion model, she finds herself swept up in the glamorous world of haute couture, but struggles to maintain her authenticity and sense of self amidst the superficiality and pressures of the fashion industry."
586,Terminal Velocity (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"In 'Terminal Velocity (1994)', a daredevil skydiving instructor (Charlie Sheen) finds himself embroiled in a deadly conspiracy when a beautiful Russian spy (Nastassja Kinski) enlists his help to uncover a plot involving stolen diamonds and a rogue KGB agent. As they race against time to stop the villains and clear their names, they must navigate through thrilling aerial stunts, high-speed chases, and unexpected betrayals in this action-packed adventure."
345,Deconstructing Harry (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Deconstructing Harry follows the chaotic life of Harry Block, a successful but troubled writer who is struggling with multiple personal and professional crises. As he navigates through his messy relationships, confronts his own shortcomings, and grapples with the consequences of his actions, Harry's reality becomes increasingly blurred between fiction and reality. Through a series of flashbacks and surreal moments, the film explores themes of love, betrayal, and the blurred lines between art and life."
571,Another Stakeout (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"In 'Another Stakeout (1993)', detectives Chris Lecce and Bill Reimers are assigned to stake out a suspect's girlfriend's house, only to find themselves caught up in a wild series of events when they inadvertently become the targets of a hitman. As they navigate the twists and turns of the case, the two partners must rely on their wits, teamwork, and quick thinking to stay one step ahead of the dangerous criminals and bring them to justice."
1337,Larger Than Life (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"In 'Larger Than Life (1996)', Jack Corcoran, a struggling motivational speaker, inherits a massive elephant named Vera from his estranged father. Determined to sell Vera and make a profit, Jack embarks on a cross-country journey with the elephant in tow, encountering a series of mishaps and adventures along the way. Through their unlikely friendship, Jack learns valuable lessons about love, family, and the true meaning of success. With heartwarming moments and hilarious escapades, '"
262,In the Company of Men (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Two misogynistic business executives, Chad and Howard, feeling emasculated by their recent breakups, decide to seek revenge by manipulating and emotionally destroying a deaf female colleague named Christine. As their cruel game unfolds, Chad begins to question his own morals and the toxic masculinity that has driven him to such despicable behavior. A dark and unsettling exploration of power dynamics, manipulation, and the consequences of unchecked male privilege."
434,Forbidden Planet (1956),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"In the sci-fi classic 'Forbidden Planet', a spaceship crew arrives on the distant planet Altair-IV to investigate the disappearance of a previous expedition. They discover a lone survivor, Dr. Morbius, and his daughter Altaira, who live in a high-tech fortress guarded by a powerful robot named Robbie. As the crew learns more about the planet's mysterious past and the advanced technology left behind by an ancient alien race, they must confront their own fears and desires before they are consumed by the"
1112,Cobb (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"""Cobb"" is a biographical film that follows the life of baseball legend Ty Cobb, portrayed by Tommy Lee Jones. The film delves into Cobb's turbulent and controversial career, highlighting his incredible talent on the field as well as his ruthless and combative personality. As Cobb reflects on his life and legacy, he grapples with his own demons and struggles to come to terms with his complicated legacy as one of the greatest players in baseball history."
1382,"Bonheur, Le (1965)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"In the French film 'Bonheur, Le (1965)', director Agnès Varda explores the complexities of love, marriage, and happiness through the story of a young couple, François and Thérèse, who live a seemingly idyllic life in a small village. However, their happiness is tested when François falls in love with a postal worker, leading to a series of emotional and moral dilemmas that challenge the couple's understanding of love and fidelity. Varda's poignant and"
833,Bulletproof (1996),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"In 'Bulletproof (1996)', two childhood friends, Archie Moses (Adam Sandler) and Rock Keats (Damon Wayans), find themselves on opposite sides of the law when Archie, now a small-time criminal, is targeted by a dangerous drug lord. When Rock, an undercover cop, is assigned to bring Archie in, the two must navigate their complicated past while trying to survive shootouts, car chases, and betrayals in this action-packed buddy comedy. With their friendship put"
922,Dead Man (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"In 'Dead Man (1995)', a timid accountant named William Blake travels to the wild west town of Machine for a job, only to find himself accused of murder and on the run from a vengeful posse. Along the way, he is guided by a Native American named Nobody who believes Blake is the reincarnation of the famous poet William Blake. As they journey through the rugged landscape, Blake experiences a spiritual awakening and confronts his own mortality in this surreal and haunting tale of redemption and"
30,Belle de jour (1967),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"In Luis Buñuel's provocative film ""Belle de jour,"" Catherine Deneuve stars as Séverine Serizy, a wealthy housewife who leads a double life as a high-class prostitute during the day. As she explores her dark desires and fantasies, Séverine becomes entangled in a dangerous web of lust, power, and deceit. With Buñuel's signature surrealistic style and Deneuve's captivating performance, ""Belle de jour"" delves into the complexities"
902,"Big Lebowski, The (1998)",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,"In this cult classic comedy, Jeff ""The Dude"" Lebowski, a laid-back and unemployed slacker, gets caught up in a case of mistaken identity when he is mistaken for a millionaire with the same name. Along with his bowling buddies Walter and Donny, The Dude embarks on a hilarious and absurd journey to seek retribution for a ruined rug, leading them into a web of deception, kidnapping, and eccentric characters in Los Angeles. Through it all, The Dude abides, maintaining"
695,Kicking and Screaming (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Kicking and Screaming (1995) follows a group of college graduates who are struggling with the transition into adulthood. As they navigate relationships, careers, and their uncertain futures, they cling to their pasts and youth, refusing to let go of the carefree days of their college years. Through witty banter and heartfelt moments, they learn that growing up means facing challenges head-on and embracing the unknown with courage and determination."
